   Internal  Switching    Leakage      Total
   9.68e-07   3.99e-07   8.44e-12   1.37e-06 _16647_
   9.70e-07   3.96e-07   8.44e-12   1.37e-06 _16840_
   9.70e-07   3.90e-07   8.44e-12   1.36e-06 _16740_
   9.68e-07   3.92e-07   8.44e-12   1.36e-06 _16709_
   9.68e-07   3.81e-07   8.44e-12   1.35e-06 _16659_
   9.68e-07   3.80e-07   8.44e-12   1.35e-06 _16674_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _16066_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _16002_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _16027_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15362_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15490_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15515_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15554_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15578_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15579_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15386_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15387_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15450_
   9.76e-07   3.71e-07   8.44e-12   1.35e-06 _15451_
   9.76e-07   3.70e-07   8.44e-12   1.35e-06 _15749_
   9.76e-07   3.68e-07   8.44e-12   1.34e-06 _16089_
   9.76e-07   3.68e-07   8.44e-12   1.34e-06 _15742_
   9.76e-07   3.68e-07   8.44e-12   1.34e-06 _15806_
   9.76e-07   3.68e-07   8.44e-12   1.34e-06 _15614_
   9.76e-07   3.68e-07   8.44e-12   1.34e-06 _15678_
   9.76e-07   3.67e-07   8.44e-12   1.34e-06 _15962_
   9.76e-07   3.67e-07   8.44e-12   1.34e-06 _15963_
   9.76e-07   3.67e-07   8.44e-12   1.34e-06 _15874_
   9.76e-07   3.67e-07   8.44e-12   1.34e-06 _15875_
   9.76e-07   3.67e-07   8.44e-12   1.34e-06 _15876_
   9.69e-07   3.70e-07   8.44e-12   1.34e-06 _16705_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15941_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15945_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15949_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15957_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15961_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15873_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15879_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15883_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15887_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15891_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15895_
   9.76e-07   3.61e-07   8.44e-12   1.34e-06 _15899_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16069_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16073_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16077_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16087_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16001_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16005_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16009_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16017_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16021_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _16025_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15821_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15829_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15361_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15745_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15757_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15761_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15765_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15617_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15629_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15637_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15681_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15693_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15701_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15489_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15493_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15497_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15501_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15505_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15509_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15513_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15553_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15557_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15561_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15565_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15569_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15573_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15577_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15365_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15369_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15373_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15377_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15381_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15385_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15425_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15429_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15433_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15437_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15445_
   9.76e-07   3.60e-07   8.44e-12   1.34e-06 _15449_
   9.76e-07   3.58e-07   8.44e-12   1.33e-06 _15835_
   9.76e-07   3.58e-07   8.44e-12   1.33e-06 _15771_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15869_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15933_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _16061_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _16079_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _16083_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _16091_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15997_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15831_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15357_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15707_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15743_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15753_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15767_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15809_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15817_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15615_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15625_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15639_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15679_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15689_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15703_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15485_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15549_
   9.76e-07   3.57e-07   8.44e-12   1.33e-06 _15421_
   9.68e-07   3.54e-07   8.44e-12   1.32e-06 _16708_
   9.76e-07   3.43e-07   8.44e-12   1.32e-06 _15953_
   9.76e-07   3.42e-07   8.44e-12   1.32e-06 _16081_
   9.76e-07   3.42e-07   8.44e-12   1.32e-06 _16085_
   9.76e-07   3.42e-07   8.44e-12   1.32e-06 _15833_
   9.76e-07   3.42e-07   8.44e-12   1.32e-06 _15769_
   9.76e-07   3.42e-07   8.44e-12   1.32e-06 _15641_
   9.76e-07   3.42e-07   8.44e-12   1.32e-06 _15705_
   9.76e-07   3.42e-07   8.44e-12   1.32e-06 _15441_
   9.74e-07   3.43e-07   8.44e-12   1.32e-06 _16719_
   9.74e-07   3.43e-07   8.44e-12   1.32e-06 _16734_
   9.76e-07   3.40e-07   8.44e-12   1.32e-06 _15751_
   9.76e-07   3.40e-07   8.44e-12   1.32e-06 _15759_
   9.68e-07   3.46e-07   8.44e-12   1.31e-06 _16678_
   9.69e-07   3.45e-07   8.44e-12   1.31e-06 _16652_
   9.74e-07   3.40e-07   8.44e-12   1.31e-06 _16795_
   9.74e-07   3.40e-07   8.44e-12   1.31e-06 _15313_
   9.74e-07   3.39e-07   8.44e-12   1.31e-06 _16862_
   9.74e-07   3.39e-07   8.44e-12   1.31e-06 _16715_
   9.68e-07   3.45e-07   8.44e-12   1.31e-06 _16694_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _16782_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _16712_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _16846_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _16855_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _16864_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _16787_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _16791_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _15296_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _15300_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _15305_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _15309_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _16727_
   9.74e-07   3.38e-07   8.44e-12   1.31e-06 _16737_
   9.70e-07   3.41e-07   8.44e-12   1.31e-06 _16780_
   9.70e-07   3.41e-07   8.44e-12   1.31e-06 _16785_
   9.70e-07   3.41e-07   8.44e-12   1.31e-06 _15303_
   9.70e-07   3.41e-07   8.44e-12   1.31e-06 _15320_
   9.70e-07   3.41e-07   8.44e-12   1.31e-06 _16723_
   9.70e-07   3.41e-07   8.44e-12   1.31e-06 _16778_
   9.69e-07   3.42e-07   8.44e-12   1.31e-06 _16658_
   9.74e-07   3.36e-07   8.44e-12   1.31e-06 _16798_
   9.74e-07   3.36e-07   8.44e-12   1.31e-06 _15316_
   9.70e-07   3.39e-07   8.44e-12   1.31e-06 _16868_
   9.69e-07   3.25e-07   8.44e-12   1.29e-06 _16849_
   9.69e-07   3.25e-07   8.44e-12   1.29e-06 _16852_
   9.69e-07   3.25e-07   8.44e-12   1.29e-06 _15322_
   9.68e-07   3.26e-07   8.44e-12   1.29e-06 _16656_
   9.68e-07   3.26e-07   8.44e-12   1.29e-06 _16682_
   9.68e-07   3.26e-07   8.44e-12   1.29e-06 _16685_
   9.68e-07   3.26e-07   8.44e-12   1.29e-06 _16697_
   9.68e-07   3.26e-07   8.44e-12   1.29e-06 _16645_
   9.68e-07   3.26e-07   8.44e-12   1.29e-06 _16664_
   9.68e-07   3.26e-07   8.44e-12   1.29e-06 _16668_
   9.68e-07   3.26e-07   8.44e-12   1.29e-06 _16672_
   9.68e-07   3.26e-07   8.44e-12   1.29e-06 _16702_
   9.68e-07   3.22e-07   8.44e-12   1.29e-06 _16662_
   9.68e-07   3.22e-07   8.44e-12   1.29e-06 _16688_
   9.68e-07   3.22e-07   8.44e-12   1.29e-06 _16700_
   9.68e-07   3.21e-07   8.44e-12   1.29e-06 _16666_
   9.68e-07   3.21e-07   8.44e-12   1.29e-06 _16670_
   9.74e-07   3.15e-07   8.44e-12   1.29e-06 _16858_
   9.69e-07   3.14e-07   8.44e-12   1.28e-06 _16741_
   9.76e-07   3.07e-07   8.44e-12   1.28e-06 _15934_
   9.76e-07   3.07e-07   8.44e-12   1.28e-06 _15952_
   9.76e-07   3.07e-07   8.44e-12   1.28e-06 _15870_
   9.75e-07   3.07e-07   8.44e-12   1.28e-06 _16639_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _16062_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _16065_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _16080_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _16084_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _16088_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15998_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _16013_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _16024_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _16026_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15825_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15827_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15358_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15747_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15763_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15813_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15815_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15819_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15621_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15627_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15633_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15635_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15643_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15683_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15685_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15691_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15697_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15699_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15486_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15512_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15514_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15550_
   9.76e-07   3.05e-07   8.44e-12   1.28e-06 _15422_
   9.76e-07   3.01e-07   8.44e-12   1.28e-06 _16092_
   9.76e-07   3.01e-07   8.44e-12   1.28e-06 _15964_
   9.76e-07   3.01e-07   8.44e-12   1.28e-06 _16028_
   9.76e-07   3.01e-07   8.44e-12   1.28e-06 _15516_
   9.76e-07   3.01e-07   8.44e-12   1.28e-06 _15580_
   9.76e-07   3.01e-07   8.44e-12   1.28e-06 _15388_
   9.76e-07   3.01e-07   8.44e-12   1.28e-06 _15452_
   9.76e-07   2.98e-07   8.44e-12   1.27e-06 _15836_
   9.76e-07   2.98e-07   8.44e-12   1.27e-06 _15900_
   9.76e-07   2.98e-07   8.44e-12   1.27e-06 _15708_
   9.76e-07   2.98e-07   8.44e-12   1.27e-06 _15772_
   9.76e-07   2.98e-07   8.44e-12   1.27e-06 _15644_
   9.68e-07   3.05e-07   8.44e-12   1.27e-06 _16706_
   9.69e-07   3.01e-07   8.44e-12   1.27e-06 _16860_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15935_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15936_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15939_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15940_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15943_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15944_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15947_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15948_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15951_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15955_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15956_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15959_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15960_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15871_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15872_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15877_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15878_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15881_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15882_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15885_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15886_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15889_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15890_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15893_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15894_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15897_
   9.76e-07   2.89e-07   8.44e-12   1.27e-06 _15898_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16063_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16064_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16067_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16068_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16072_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16076_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15999_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16000_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16003_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16004_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16007_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16008_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16011_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16012_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16015_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16016_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16019_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16020_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _16023_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15820_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15823_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15824_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15828_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15359_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15360_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15363_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15364_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15741_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15744_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15748_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15752_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15755_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15756_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15760_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15764_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15805_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15807_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15808_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15811_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15812_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15816_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15613_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15616_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15619_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15620_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15623_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15624_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15628_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15631_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15632_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15636_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15677_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15680_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15684_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15687_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15688_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15692_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15695_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15696_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15700_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15487_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15488_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15491_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15492_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15495_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15496_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15499_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15500_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15503_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15504_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15507_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15508_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15511_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15551_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15552_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15555_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15556_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15559_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15560_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15563_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15564_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15567_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15568_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15571_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15572_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15575_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15576_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15367_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15368_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15371_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15372_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15375_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15376_
   9.76e-07   2.87e-07   8.44e-12   1.26e-06 _15379_
